date time sender month day length count word ily miss baby sex sorry insult tired drag n_pos n_neg anger anticipation disgust fear joy sadness surprise trust negative positive
2018-10-22 22 Maik Oct Mon 44 13642 9 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 22 Andrew Oct Mon 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 22 Andrew Oct Mon 3 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 22 Andrew Oct Mon 12 19937 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1
2018-10-22 22 Maik Oct Mon 27 13642 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 23 Andrew Oct Mon 34 19937 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 23 Andrew Oct Mon 24 19937 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 23 Maik Oct Mon 54 13642 10 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 23 Andrew Oct Mon 4 19937 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-22 23 Andrew Oct Mon 8 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 6 Andrew Oct Tue 12 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 7 Maik Oct Tue 6 13642 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 7 Andrew Oct Tue 17 19937 3 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 1 1 0 2
2018-10-23 7 Maik Oct Tue 6 13642 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 7 Maik Oct Tue 14 13642 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 7 Andrew Oct Tue 10 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 8 Andrew Oct Tue 22 19937 6 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 8 Andrew Oct Tue 9 19937 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 8 Maik Oct Tue 61 13642 12 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 8 Andrew Oct Tue 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 8 Andrew Oct Tue 8 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 8 Andrew Oct Tue 22 19937 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 9 Andrew Oct Tue 19 19937 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 9 Maik Oct Tue 14 13642 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 2
2018-10-23 10 Andrew Oct Tue 10 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-23 10 Maik Oct Tue 6 13642 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2018-10-23 10 Maik Oct Tue 36 13642 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 11 Andrew Oct Tue 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 11 Andrew Oct Tue 20 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-23 11 Maik Oct Tue 16 13642 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1
2018-10-23 12 Andrew Oct Tue 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Andrew Oct Tue 25 19937 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Maik Oct Tue 14 13642 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Maik Oct Tue 14 13642 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
2018-10-23 12 Andrew Oct Tue 5 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Andrew Oct Tue 10 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Maik Oct Tue 34 13642 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Maik Oct Tue 28 13642 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Maik Oct Tue 22 13642 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 12 Andrew Oct Tue 20 19937 4 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1
2018-10-23 13 Andrew Oct Tue 31 19937 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 13 Maik Oct Tue 54 13642 12 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 14 Andrew Oct Tue 40 19937 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 14 Maik Oct Tue 8 13642 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2018-10-23 14 Andrew Oct Tue 29 19937 7 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 14 Maik Oct Tue 36 13642 7 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 14 Andrew Oct Tue 23 19937 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 14 Andrew Oct Tue 9 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 14 Andrew Oct Tue 1 19937 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 17 Andrew Oct Tue 28 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 17 Andrew Oct Tue 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 18 Maik Oct Tue 48 13642 10 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 18 Maik Oct Tue 57 13642 12 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2018-10-23 18 Andrew Oct Tue 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 18 Andrew Oct Tue 34 19937 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 18 Andrew Oct Tue 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 18 Andrew Oct Tue 9 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 18 Andrew Oct Tue 16 19937 4 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 19 Maik Oct Tue 22 13642 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 19 Maik Oct Tue 21 13642 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 19 Andrew Oct Tue 12 19937 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 19 Andrew Oct Tue 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2018-10-23 20 Andrew Oct Tue 23 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 20 Maik Oct Tue 11 13642 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 20 Maik Oct Tue 46 13642 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Maik Oct Tue 50 13642 11 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 20 19937 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 10 19937 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 32 19937 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Maik Oct Tue 15 13642 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 1 19937 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 29 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Maik Oct Tue 44 13642 8 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1
2018-10-23 23 Andrew Oct Tue 39 19937 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Maik Oct Tue 102 13642 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 1 19937 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 25 19937 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Maik Oct Tue 8 13642 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0
2018-10-23 23 Andrew Oct Tue 22 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Maik Oct Tue 26 13642 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 3 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 3 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Andrew Oct Tue 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-23 23 Maik Oct Tue 4 13642 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 7 Maik Oct Wed 23 13642 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 7 Andrew Oct Wed 7 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1
2018-10-24 7 Andrew Oct Wed 32 19937 7 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1
2018-10-24 7 Andrew Oct Wed 5 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2
2018-10-24 7 Maik Oct Wed 18 13642 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 7 Maik Oct Wed 54 13642 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2018-10-24 7 Maik Oct Wed 27 13642 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 15 19937 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 28 19937 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Maik Oct Wed 33 13642 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 9 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 10 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 14 19937 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0
2018-10-24 8 Maik Oct Wed 36 13642 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 13 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Andrew Oct Wed 14 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 8 Maik Oct Wed 43 13642 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 9 Andrew Oct Wed 5 19937 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 9 Andrew Oct Wed 21 19937 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2018-10-24 9 Maik Oct Wed 14 13642 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 9 Andrew Oct Wed 19 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1
2018-10-24 9 Maik Oct Wed 27 13642 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 9 Maik Oct Wed 76 13642 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-24 9 Andrew Oct Wed 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 9 Andrew Oct Wed 3 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 9 Andrew Oct Wed 16 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 9 Maik Oct Wed 41 13642 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-24 10 Andrew Oct Wed 8 19937 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
2018-10-24 10 Andrew Oct Wed 27 19937 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 11 Andrew Oct Wed 21 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 11 Maik Oct Wed 33 13642 7 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
2018-10-24 11 Andrew Oct Wed 9 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 11 Andrew Oct Wed 52 19937 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 11 Maik Oct Wed 21 13642 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 12 Andrew Oct Wed 1 19937 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 2 1 0 2
2018-10-24 12 Maik Oct Wed 67 13642 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 13 Andrew Oct Wed 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 13 Andrew Oct Wed 9 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 13 Andrew Oct Wed 164 19937 30 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
2018-10-24 13 Maik Oct Wed 93 13642 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2018-10-24 13 Andrew Oct Wed 33 19937 7 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1
2018-10-24 13 Andrew Oct Wed 46 19937 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 14 Maik Oct Wed 28 13642 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 14 Maik Oct Wed 20 13642 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 1 1 1 0 2
2018-10-24 14 Andrew Oct Wed 19 19937 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2
2018-10-24 14 Andrew Oct Wed 9 19937 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1
2018-10-24 14 Andrew Oct Wed 13 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 16 Andrew Oct Wed 28 19937 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 16 Andrew Oct Wed 33 19937 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 16 Maik Oct Wed 71 13642 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 16 Maik Oct Wed 55 13642 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 16 Andrew Oct Wed 16 19937 4 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1
2018-10-24 16 Andrew Oct Wed 23 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Maik Oct Wed 48 13642 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Andrew Oct Wed 13 19937 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2018-10-24 17 Andrew Oct Wed 37 19937 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Maik Oct Wed 8 13642 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Andrew Oct Wed 30 19937 7 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Andrew Oct Wed 28 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Andrew Oct Wed 64 19937 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Andrew Oct Wed 30 19937 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2018-10-24 17 Andrew Oct Wed 57 19937 12 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-24 17 Maik Oct Wed 61 13642 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 17 Maik Oct Wed 31 13642 7 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2018-10-24 17 Maik Oct Wed 38 13642 7 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 100 19937 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 8 13642 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 34 13642 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-24 18 Maik Oct Wed 47 13642 11 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 14 19937 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1
2018-10-24 18 Maik Oct Wed 31 13642 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 52 19937 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 75 13642 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 11 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 26 19937 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 33 19937 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 35 13642 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 10 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 14 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-24 18 Maik Oct Wed 72 13642 15 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 11 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 1 19937 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 22 19937 6 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 93 13642 21 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 43 19937 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 4 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 42 13642 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 4 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 16 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 13 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Andrew Oct Wed 38 19937 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 47 13642 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 25 13642 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
2018-10-24 18 Andrew Oct Wed 6 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-24 18 Andrew Oct Wed 10 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 18 Maik Oct Wed 3 13642 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 21 Maik Oct Wed 59 13642 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 22 Andrew Oct Wed 18 19937 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 22 Andrew Oct Wed 16 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 22 Andrew Oct Wed 11 19937 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 23 Maik Oct Wed 62 13642 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
2018-10-24 23 Maik Oct Wed 23 13642 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 23 Andrew Oct Wed 4 19937 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2018-10-24 23 Andrew Oct Wed 18 19937 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-24 23 Andrew Oct Wed 14 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2018-10-25 0 Andrew Oct Thu 11 19937 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 3 Andrew Oct Thu 114 19937 26 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 3 Maik Oct Thu 23 13642 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 3 Maik Oct Thu 28 13642 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 3 Andrew Oct Thu 31 19937 8 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-25 3 Maik Oct Thu 12 13642 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
2018-10-25 3 Maik Oct Thu 11 13642 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 3 Andrew Oct Thu 26 19937 6 1 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1
2018-10-25 3 Andrew Oct Thu 16 19937 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 7 Maik Oct Thu 15 13642 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 7 Andrew Oct Thu 3 19937 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 7 Andrew Oct Thu 12 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 7 Andrew Oct Thu 18 19937 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-10-25 7 Andrew Oct Thu 25 19937 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 3
2018-10-25 7 Maik Oct Thu 18 13642 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
